Date,ANWFX
2022-02-28,57.880001068115234
2022-03-01,56.77000045776367
2022-03-02,57.560001373291016
2022-03-03,56.630001068115234
2022-03-04,55.470001220703125
2022-03-07,53.56999969482422
2022-03-08,53.59000015258789
2022-03-09,55.70000076293945
2022-03-10,55.18000030517578
2022-03-11,54.220001220703125
2022-03-14,53.7599983215332
2022-03-15,54.68000030517578
2022-03-16,56.709999084472656
2022-03-17,57.63999938964844
2022-03-18,58.61000061035156
2022-03-21,58.25
2022-03-22,59.22999954223633
2022-03-23,58.40999984741211
2022-03-24,59.130001068115234
2022-03-25,59.0099983215332
2022-03-28,59.70000076293945
2022-03-29,60.84000015258789
2022-03-30,60.4900016784668
2022-03-31,59.52000045776367
2022-04-01,59.91999816894531
2022-04-04,60.709999084472656
2022-04-05,59.630001068115234
2022-04-06,58.54999923706055
2022-04-07,58.77000045776367
2022-04-08,58.34000015258789
2022-04-11,57.25
2022-04-12,56.90999984741211
2022-04-13,57.84000015258789
2022-04-14,57.08000183105469
2022-04-18,56.90999984741211
2022-04-19,57.65999984741211
2022-04-20,57.310001373291016
2022-04-21,56.540000915527344
2022-04-22,55.310001373291016
2022-04-25,55.34000015258789
2022-04-26,53.290000915527344
2022-04-27,53.470001220703125
2022-04-28,54.54999923706055
2022-04-29,53.369998931884766
2022-05-02,53.72999954223633
2022-05-03,53.849998474121094
2022-05-04,55.11000061035156
2022-05-05,52.91999816894531
2022-05-06,52.11000061035156
2022-05-09,49.90999984741211
2022-05-10,50.290000915527344
2022-05-11,49.459999084472656
2022-05-12,49.529998779296875
2022-05-13,51.060001373291016
2022-05-16,50.720001220703125
2022-05-17,51.95000076293945
2022-05-18,50.11000061035156
2022-05-19,50.27000045776367
2022-05-20,50.310001373291016
2022-05-23,51.0
2022-05-24,50.20000076293945
2022-05-25,50.619998931884766
2022-05-26,51.689998626708984
2022-05-27,53.060001373291016
2022-05-31,52.95000076293945
2022-06-01,52.29999923706055
2022-06-02,53.56999969482422
2022-06-03,52.5099983215332
2022-06-06,52.72999954223633
2022-06-07,53.060001373291016
2022-06-08,52.63999938964844
2022-06-09,51.380001068115234
2022-06-10,49.939998626708984
2022-06-13,47.88999938964844
2022-06-14,47.70000076293945
2022-06-15,48.65999984741211
2022-06-16,47.029998779296875
2022-06-17,47.27000045776367
2022-06-21,48.25
2022-06-22,48.0
2022-06-23,48.22999954223633
2022-06-24,49.84000015258789
2022-06-27,49.72999954223633
2022-06-28,48.83000183105469
2022-06-29,48.720001220703125
2022-06-30,48.220001220703125
2022-07-01,48.459999084472656
2022-07-05,48.380001068115234
2022-07-06,48.36000061035156
2022-07-07,49.34000015258789
2022-07-08,49.369998931884766
2022-07-11,48.470001220703125
2022-07-12,48.060001373291016
2022-07-13,48.029998779296875
2022-07-14,47.709999084472656
2022-07-15,48.59000015258789
2022-07-18,48.470001220703125
2022-07-19,49.79999923706055
2022-07-20,49.970001220703125
2022-07-21,50.75
2022-07-22,50.2400016784668
2022-07-25,50.279998779296875
2022-07-26,49.619998931884766
2022-07-27,50.90999984741211
2022-07-28,51.459999084472656
2022-07-29,52.16999816894531
2022-08-01,52.0099983215332
2022-08-02,51.650001525878906
2022-08-03,52.33000183105469
2022-08-04,52.61000061035156
2022-08-05,52.25
2022-08-08,52.38999938964844
2022-08-09,51.91999816894531
2022-08-10,53.13999938964844
2022-08-11,53.060001373291016
2022-08-12,53.849998474121094
2022-08-15,53.97999954223633
2022-08-16,53.849998474121094
2022-08-17,53.40999984741211
2022-08-18,53.349998474121094
2022-08-19,52.59000015258789
2022-08-22,51.52000045776367
2022-08-23,51.560001373291016
2022-08-24,51.77000045776367
2022-08-25,52.45000076293945
2022-08-26,50.849998474121094
2022-08-29,50.459999084472656
2022-08-30,49.970001220703125
2022-08-31,49.68000030517578
2022-09-01,49.43000030517578
2022-09-02,49.040000915527344
2022-09-06,48.880001068115234
2022-09-07,49.66999816894531
2022-09-08,50.13999938964844
2022-09-09,51.13999938964844
2022-09-12,51.65999984741211
2022-09-13,49.630001068115234
2022-09-14,49.880001068115234
2022-09-15,49.380001068115234
2022-09-16,48.93000030517578
2022-09-19,49.20000076293945
2022-09-20,48.61000061035156
2022-09-21,47.77000045776367
2022-09-22,47.189998626708984
2022-09-23,46.099998474121094
2022-09-26,45.619998931884766
2022-09-27,45.68000030517578
2022-09-28,46.70000076293945
2022-09-29,45.72999954223633
2022-09-30,45.29999923706055
2022-10-03,46.099998474121094
2022-10-04,47.720001220703125
2022-10-05,47.529998779296875
2022-10-06,47.04999923706055
2022-10-07,45.79999923706055
2022-10-10,45.439998626708984
2022-10-11,44.869998931884766
2022-10-12,44.86000061035156
2022-10-13,45.65999984741211
2022-10-14,44.599998474121094
2022-10-17,45.88999938964844
2022-10-18,46.29999923706055
2022-10-19,45.88999938964844
2022-10-20,45.47999954223633
2022-10-21,46.41999816894531
2022-10-24,46.5099983215332
2022-10-25,47.459999084472656
2022-10-26,47.5099983215332
2022-10-27,47.040000915527344
2022-10-28,47.68000030517578
2022-10-31,47.369998931884766
2022-11-01,47.5099983215332
2022-11-02,46.47999954223633
2022-11-03,46.18000030517578
2022-11-04,47.279998779296875
2022-11-07,47.61000061035156
2022-11-08,47.93000030517578
2022-11-09,47.040000915527344
2022-11-10,49.619998931884766
2022-11-11,50.459999084472656
2022-11-14,50.029998779296875
2022-11-15,50.599998474121094
2022-11-16,50.16999816894531
2022-11-17,49.939998626708984
2022-11-18,50.029998779296875
2022-11-21,49.599998474121094
2022-11-22,50.16999816894531
2022-11-23,50.65999984741211
2022-11-25,50.72999954223633
2022-11-28,50.060001373291016
2022-11-29,50.150001525878906
2022-11-30,51.779998779296875
2022-12-01,51.959999084472656
2022-12-02,51.95000076293945
2022-12-05,51.06999969482422
2022-12-06,50.47999954223633
2022-12-07,50.31999969482422
2022-12-08,50.7400016784668
2022-12-09,50.59000015258789
2022-12-12,50.88999938964844
2022-12-13,51.31999969482422
2022-12-14,51.20000076293945
2022-12-15,47.88999938964844
2022-12-16,47.369998931884766
2022-12-19,47.0
2022-12-20,47.040000915527344
2022-12-21,47.63999938964844
2022-12-22,47.029998779296875
2022-12-23,47.119998931884766
2022-12-27,46.91999816894531
2022-12-28,46.459999084472656
2022-12-29,47.33000183105469
2022-12-30,47.09000015258789
2023-01-03,47.06999969482422
2023-01-04,47.619998931884766
2023-01-05,47.25
2023-01-06,48.290000915527344
2023-01-09,48.54999923706055
2023-01-10,48.790000915527344
2023-01-11,49.2599983215332
2023-01-12,49.650001525878906
2023-01-13,50.029998779296875
2023-01-17,50.040000915527344
2023-01-18,49.650001525878906
2023-01-19,49.36000061035156
2023-01-20,50.06999969482422
2023-01-23,50.52000045776367
2023-01-24,50.47999954223633
2023-01-25,50.56999969482422
2023-01-26,51.0099983215332
2023-01-27,51.060001373291016
2023-01-30,50.540000915527344
2023-01-31,51.029998779296875
2023-02-01,51.540000915527344
2023-02-02,52.08000183105469
2023-02-03,51.720001220703125
2023-02-06,51.290000915527344
2023-02-07,51.779998779296875
2023-02-08,51.38999938964844
2023-02-09,51.18000030517578
2023-02-10,51.0099983215332
2023-02-13,51.59000015258789
2023-02-14,51.75
2023-02-15,51.79999923706055
2023-02-16,51.279998779296875
2023-02-17,51.11000061035156
2023-02-21,50.25
2023-02-22,50.11000061035156
2023-02-23,50.2599983215332
2023-02-24,49.61000061035156
2023-02-27,50.060001373291016
2023-02-28,49.93000030517578
2023-03-01,50.099998474121094
2023-03-02,50.34000015258789
2023-03-03,51.08000183105469
2023-03-06,50.93000030517578
2023-03-07,50.15999984741211
2023-03-08,50.189998626708984
2023-03-09,49.5099983215332
2023-03-10,48.88999938964844
2023-03-13,48.790000915527344
2023-03-14,49.65999984741211
2023-03-15,48.7400016784668
2023-03-16,49.52000045776367
2023-03-17,49.06999969482422
2023-03-20,49.540000915527344
2023-03-21,50.2599983215332
2023-03-22,49.86000061035156
2023-03-23,50.22999954223633
2023-03-24,50.099998474121094
2023-03-27,50.290000915527344
2023-03-28,50.29999923706055
2023-03-29,50.9900016784668
2023-03-30,51.380001068115234
2023-03-31,51.939998626708984
2023-04-03,52.040000915527344
2023-04-04,51.86000061035156
2023-04-05,51.4900016784668
2023-04-06,51.63999938964844
2023-04-10,51.619998931884766
2023-04-11,51.779998779296875
2023-04-12,51.779998779296875
2023-04-13,52.54999923706055
2023-04-14,52.400001525878906
2023-04-17,52.43000030517578
