Date,CNWFX
2022-02-28,75.9800033569336
2022-03-01,74.87000274658203
2022-03-02,75.44000244140625
2022-03-03,74.29000091552734
2022-03-04,72.37999725341797
2022-03-07,69.62999725341797
2022-03-08,69.68000030517578
2022-03-09,71.94999694824219
2022-03-10,71.54000091552734
2022-03-11,70.38999938964844
2022-03-14,69.27999877929688
2022-03-15,69.4800033569336
2022-03-16,72.75
2022-03-17,74.22000122070312
2022-03-18,75.19999694824219
2022-03-21,74.58000183105469
2022-03-22,75.55000305175781
2022-03-23,75.04000091552734
2022-03-24,75.86000061035156
2022-03-25,75.30000305175781
2022-03-28,75.62000274658203
2022-03-29,77.08999633789062
2022-03-30,77.06999969482422
2022-03-31,76.06999969482422
2022-04-01,76.91000366210938
2022-04-04,77.9800033569336
2022-04-05,76.5999984741211
2022-04-06,75.30999755859375
2022-04-07,75.0999984741211
2022-04-08,74.87000274658203
2022-04-11,73.55999755859375
2022-04-12,73.31999969482422
2022-04-13,74.11000061035156
2022-04-14,73.58000183105469
2022-04-18,73.38999938964844
2022-04-19,73.62000274658203
2022-04-20,73.47000122070312
2022-04-21,72.27999877929688
2022-04-22,70.83000183105469
2022-04-25,70.5
2022-04-26,68.69000244140625
2022-04-27,69.26000213623047
2022-04-28,70.51000213623047
2022-04-29,69.48999786376953
2022-05-02,69.56999969482422
2022-05-03,69.8499984741211
2022-05-04,70.77999877929688
2022-05-05,68.5199966430664
2022-05-06,67.33999633789062
2022-05-09,64.94000244140625
2022-05-10,65.37999725341797
2022-05-11,64.9800033569336
2022-05-12,64.87000274658203
2022-05-13,66.6500015258789
2022-05-16,66.55999755859375
2022-05-17,68.12000274658203
2022-05-18,66.48999786376953
2022-05-19,66.83000183105469
2022-05-20,67.5199966430664
2022-05-23,68.22000122070312
2022-05-24,67.27999877929688
2022-05-25,67.43000030517578
2022-05-26,68.41999816894531
2022-05-27,69.83999633789062
2022-05-31,70.05000305175781
2022-06-01,69.30999755859375
2022-06-02,70.79000091552734
2022-06-03,69.91000366210938
2022-06-06,70.2699966430664
2022-06-07,70.58000183105469
2022-06-08,70.08000183105469
2022-06-09,68.48999786376953
2022-06-10,67.0199966430664
2022-06-13,64.55000305175781
2022-06-14,64.5
2022-06-15,65.51000213623047
2022-06-16,63.4900016784668
2022-06-17,63.84000015258789
2022-06-21,65.0199966430664
2022-06-22,64.31999969482422
2022-06-23,64.51000213623047
2022-06-24,66.33000183105469
2022-06-27,66.26000213623047
2022-06-28,65.5
2022-06-29,65.23999786376953
2022-06-30,64.7699966430664
2022-07-01,64.87000274658203
2022-07-05,64.66000366210938
2022-07-06,64.5199966430664
2022-07-07,65.61000061035156
2022-07-08,65.55000305175781
2022-07-11,64.33000183105469
2022-07-12,63.900001525878906
2022-07-13,63.86000061035156
2022-07-14,63.5099983215332
2022-07-15,64.16999816894531
2022-07-18,64.18000030517578
2022-07-19,65.4800033569336
2022-07-20,65.55000305175781
2022-07-21,66.11000061035156
2022-07-22,65.45999908447266
2022-07-25,65.58999633789062
2022-07-26,65.06999969482422
2022-07-27,66.41000366210938
2022-07-28,67.08999633789062
2022-07-29,67.52999877929688
2022-08-01,67.43000030517578
2022-08-02,66.9000015258789
2022-08-03,67.41000366210938
2022-08-04,67.9800033569336
2022-08-05,68.01000213623047
2022-08-08,68.20999908447266
2022-08-09,67.70999908447266
2022-08-10,68.77999877929688
2022-08-11,68.97000122070312
2022-08-12,69.83000183105469
2022-08-15,69.79000091552734
2022-08-16,69.55999755859375
2022-08-17,69.13999938964844
2022-08-18,69.19999694824219
2022-08-19,68.16999816894531
2022-08-22,67.02999877929688
2022-08-23,67.36000061035156
2022-08-24,67.48999786376953
2022-08-25,68.41000366210938
2022-08-26,67.0
2022-08-29,66.58999633789062
2022-08-30,66.04000091552734
2022-08-31,65.73999786376953
2022-09-01,65.30999755859375
2022-09-02,64.98999786376953
2022-09-06,64.72000122070312
2022-09-07,65.31999969482422
2022-09-08,65.58999633789062
2022-09-09,66.86000061035156
2022-09-12,67.58999633789062
2022-09-13,65.41000366210938
2022-09-14,65.62000274658203
2022-09-15,64.9000015258789
2022-09-16,64.2300033569336
2022-09-19,64.69999694824219
2022-09-20,64.22000122070312
2022-09-21,63.27000045776367
2022-09-22,62.65999984741211
2022-09-23,61.369998931884766
2022-09-26,60.68000030517578
2022-09-27,60.66999816894531
2022-09-28,61.470001220703125
2022-09-29,60.34000015258789
2022-09-30,60.290000915527344
2022-10-03,61.56999969482422
2022-10-04,63.40999984741211
2022-10-05,63.470001220703125
2022-10-06,62.900001525878906
2022-10-07,61.63999938964844
2022-10-10,61.0
2022-10-11,60.2400016784668
2022-10-12,60.209999084472656
2022-10-13,60.849998474121094
2022-10-14,59.900001525878906
2022-10-17,61.25
2022-10-18,61.630001068115234
2022-10-19,60.93000030517578
2022-10-20,60.70000076293945
2022-10-21,61.709999084472656
2022-10-24,60.9900016784668
2022-10-25,61.720001220703125
2022-10-26,61.91999816894531
2022-10-27,61.47999954223633
2022-10-28,61.959999084472656
2022-10-31,61.77000045776367
2022-11-01,62.470001220703125
2022-11-02,61.790000915527344
2022-11-03,61.43000030517578
2022-11-04,63.290000915527344
2022-11-07,63.689998626708984
2022-11-08,64.08000183105469
2022-11-09,63.130001068115234
2022-11-10,65.22000122070312
2022-11-11,66.58000183105469
2022-11-14,66.33000183105469
2022-11-15,67.18000030517578
2022-11-16,66.45999908447266
2022-11-17,66.1500015258789
2022-11-18,66.19999694824219
2022-11-21,65.7699966430664
2022-11-22,66.2300033569336
2022-11-23,66.54000091552734
2022-11-25,66.58999633789062
2022-11-28,65.7699966430664
2022-11-29,66.37000274658203
2022-11-30,68.30000305175781
2022-12-01,68.2699966430664
2022-12-02,68.36000061035156
2022-12-05,67.5999984741211
2022-12-06,67.0999984741211
2022-12-07,66.87000274658203
2022-12-08,67.51000213623047
2022-12-09,67.36000061035156
2022-12-12,67.5199966430664
2022-12-13,67.9000015258789
2022-12-14,68.05999755859375
2022-12-15,65.7699966430664
2022-12-16,65.30999755859375
2022-12-19,65.04000091552734
2022-12-20,65.16999816894531
2022-12-21,65.83999633789062
2022-12-22,65.2300033569336
2022-12-23,65.41999816894531
2022-12-27,65.5
2022-12-28,64.97000122070312
2022-12-29,65.97000122070312
2022-12-30,65.55000305175781
2023-01-03,65.52999877929688
2023-01-04,66.30999755859375
2023-01-05,66.19000244140625
2023-01-06,67.26000213623047
2023-01-09,67.9000015258789
2023-01-10,68.19999694824219
2023-01-11,68.8499984741211
2023-01-12,69.19999694824219
2023-01-13,69.83000183105469
2023-01-17,69.73999786376953
2023-01-18,69.48999786376953
2023-01-19,69.30999755859375
2023-01-20,70.11000061035156
2023-01-23,70.5999984741211
2023-01-24,70.51000213623047
2023-01-25,70.6500015258789
2023-01-26,71.16000366210938
2023-01-27,70.91999816894531
2023-01-30,70.16000366210938
2023-01-31,70.52999877929688
2023-02-01,71.27999877929688
2023-02-02,71.48999786376953
2023-02-03,70.80000305175781
2023-02-06,69.86000061035156
2023-02-07,70.37000274658203
2023-02-08,70.08999633789062
2023-02-09,69.98999786376953
2023-02-10,69.61000061035156
2023-02-13,70.2300033569336
2023-02-14,70.33999633789062
2023-02-15,70.26000213623047
2023-02-16,69.91000366210938
2023-02-17,69.41999816894531
2023-02-21,68.6500015258789
2023-02-22,68.29000091552734
2023-02-23,68.51000213623047
2023-02-24,67.54000091552734
2023-02-27,67.86000061035156
2023-02-28,67.80999755859375
2023-03-01,68.4000015258789
2023-03-02,68.58999633789062
2023-03-03,69.44999694824219
2023-03-06,69.31999969482422
2023-03-07,68.51000213623047
2023-03-08,68.56999969482422
2023-03-09,67.73999786376953
2023-03-10,66.91999816894531
2023-03-13,66.66999816894531
2023-03-14,67.37999725341797
2023-03-15,66.12000274658203
2023-03-16,66.98999786376953
2023-03-17,66.58999633789062
2023-03-20,66.83000183105469
2023-03-21,67.70999908447266
2023-03-22,67.45999908447266
2023-03-23,67.9000015258789
2023-03-24,67.68000030517578
2023-03-27,67.8499984741211
2023-03-28,68.0
2023-03-29,68.9000015258789
2023-03-30,69.44999694824219
2023-03-31,69.88999938964844
2023-04-03,70.02999877929688
2023-04-04,69.87000274658203
2023-04-05,69.44000244140625
2023-04-06,69.62999725341797
2023-04-10,69.70999908447266
2023-04-11,70.19999694824219
2023-04-12,70.2300033569336
2023-04-13,71.23999786376953
2023-04-14,71.1500015258789
2023-04-17,71.18000030517578
2023-04-18,71.26000213623047
2023-04-19,70.77999877929688
2023-04-20,70.62000274658203
2023-04-21,70.55999755859375
2023-04-24,70.55999755859375
2023-04-25,69.43000030517578
2023-04-26,69.5
2023-04-27,70.37000274658203
2023-04-28,70.77999877929688
2023-05-01,70.72000122070312
2023-05-02,70.08999633789062
2023-05-03,70.18000030517578
2023-05-04,70.05000305175781
2023-05-05,70.86000061035156
2023-05-08,71.08000183105469
2023-05-09,70.66999816894531
2023-05-10,70.77999877929688
2023-05-11,70.5999984741211
2023-05-12,70.37999725341797
2023-05-15,71.08000183105469
2023-05-16,70.56999969482422
2023-05-17,70.7699966430664
2023-05-18,70.79000091552734
2023-05-19,70.87000274658203
2023-05-22,71.19999694824219
2023-05-23,70.30999755859375
2023-05-24,69.7300033569336
2023-05-25,69.86000061035156
2023-05-26,70.80000305175781
2023-05-30,70.02999877929688
2023-05-31,69.5
2023-06-01,70.30999755859375
2023-06-02,71.33999633789062
2023-06-05,71.08999633789062
2023-06-06,71.56999969482422
2023-06-07,71.36000061035156
2023-06-08,71.70999908447266
