Date,VWITX
2022-02-28,14.239999771118164
2022-03-01,14.270000457763672
2022-03-02,14.260000228881836
2022-03-03,14.229999542236328
2022-03-04,14.220000267028809
2022-03-07,14.199999809265137
2022-03-08,14.15999984741211
2022-03-09,14.140000343322754
2022-03-10,14.100000381469727
2022-03-11,14.069999694824219
2022-03-14,14.010000228881836
2022-03-15,13.979999542236328
2022-03-16,13.970000267028809
2022-03-17,13.989999771118164
2022-03-18,14.0
2022-03-21,13.989999771118164
2022-03-22,13.930000305175781
2022-03-23,13.899999618530273
2022-03-24,13.869999885559082
2022-03-25,13.829999923706055
2022-03-28,13.8100004196167
2022-03-29,13.789999961853027
2022-03-30,13.8100004196167
2022-03-31,13.829999923706055
2022-04-01,13.829999923706055
2022-04-04,13.829999923706055
2022-04-05,13.819999694824219
2022-04-06,13.760000228881836
2022-04-07,13.729999542236328
2022-04-08,13.720000267028809
2022-04-11,13.680000305175781
2022-04-12,13.649999618530273
2022-04-13,13.649999618530273
2022-04-14,13.640000343322754
2022-04-18,13.609999656677246
2022-04-19,13.539999961853027
2022-04-20,13.529999732971191
2022-04-21,13.510000228881836
2022-04-22,13.5
2022-04-25,13.489999771118164
2022-04-26,13.489999771118164
2022-04-27,13.489999771118164
2022-04-28,13.470000267028809
2022-04-29,13.470000267028809
2022-05-02,13.449999809265137
2022-05-03,13.4399995803833
2022-05-04,13.430000305175781
2022-05-05,13.40999984741211
2022-05-06,13.380000114440918
2022-05-09,13.359999656677246
2022-05-10,13.350000381469727
2022-05-11,13.34000015258789
2022-05-12,13.329999923706055
2022-05-13,13.300000190734863
2022-05-16,13.289999961853027
2022-05-17,13.260000228881836
2022-05-18,13.239999771118164
2022-05-19,13.270000457763672
2022-05-20,13.289999961853027
2022-05-23,13.329999923706055
2022-05-24,13.399999618530273
2022-05-25,13.479999542236328
2022-05-26,13.5600004196167
2022-05-27,13.609999656677246
2022-05-31,13.619999885559082
2022-06-01,13.630000114440918
2022-06-02,13.640000343322754
2022-06-03,13.640000343322754
2022-06-06,13.619999885559082
2022-06-07,13.619999885559082
2022-06-08,13.600000381469727
2022-06-09,13.5600004196167
2022-06-10,13.529999732971191
2022-06-13,13.350000381469727
2022-06-14,13.300000190734863
2022-06-15,13.289999961853027
2022-06-16,13.279999732971191
2022-06-17,13.300000190734863
2022-06-21,13.289999961853027
2022-06-22,13.319999694824219
2022-06-23,13.359999656677246
2022-06-24,13.380000114440918
2022-06-27,13.369999885559082
2022-06-28,13.359999656677246
2022-06-29,13.369999885559082
2022-06-30,13.40999984741211
2022-07-01,13.460000038146973
2022-07-05,13.489999771118164
2022-07-06,13.520000457763672
2022-07-07,13.539999961853027
2022-07-08,13.529999732971191
2022-07-11,13.539999961853027
2022-07-12,13.5600004196167
2022-07-13,13.5600004196167
2022-07-14,13.5600004196167
2022-07-15,13.569999694824219
2022-07-18,13.569999694824219
2022-07-19,13.5600004196167
2022-07-20,13.569999694824219
2022-07-21,13.569999694824219
2022-07-22,13.59000015258789
2022-07-25,13.59000015258789
2022-07-26,13.619999885559082
2022-07-27,13.630000114440918
2022-07-28,13.680000305175781
2022-07-29,13.699999809265137
2022-08-01,13.710000038146973
2022-08-02,13.739999771118164
2022-08-03,13.720000267028809
2022-08-04,13.729999542236328
2022-08-05,13.6899995803833
2022-08-08,13.680000305175781
2022-08-09,13.680000305175781
2022-08-10,13.6899995803833
2022-08-11,13.680000305175781
2022-08-12,13.680000305175781
2022-08-15,13.680000305175781
2022-08-16,13.649999618530273
2022-08-17,13.59000015258789
2022-08-18,13.569999694824219
2022-08-19,13.529999732971191
2022-08-22,13.510000228881836
2022-08-23,13.510000228881836
2022-08-24,13.479999542236328
2022-08-25,13.460000038146973
2022-08-26,13.460000038146973
2022-08-29,13.430000305175781
2022-08-30,13.40999984741211
2022-08-31,13.40999984741211
2022-09-01,13.359999656677246
2022-09-02,13.369999885559082
2022-09-06,13.329999923706055
2022-09-07,13.319999694824219
2022-09-08,13.329999923706055
2022-09-09,13.329999923706055
2022-09-12,13.34000015258789
2022-09-13,13.289999961853027
2022-09-14,13.270000457763672
2022-09-15,13.260000228881836
2022-09-16,13.25
2022-09-19,13.229999542236328
2022-09-20,13.170000076293945
2022-09-21,13.15999984741211
2022-09-22,13.130000114440918
2022-09-23,13.079999923706055
2022-09-26,13.020000457763672
2022-09-27,12.979999542236328
2022-09-28,12.960000038146973
2022-09-29,12.960000038146973
2022-09-30,12.960000038146973
2022-10-03,12.989999771118164
