Date,DADA
2022-02-28,8.3100004196167
2022-03-01,8.010000228881836
2022-03-02,8.220000267028809
2022-03-03,7.170000076293945
2022-03-04,6.909999847412109
2022-03-07,6.739999771118164
2022-03-08,6.440000057220459
2022-03-09,8.100000381469727
2022-03-10,7.099999904632568
2022-03-11,7.050000190734863
2022-03-14,5.150000095367432
2022-03-15,5.889999866485596
2022-03-16,8.869999885559082
2022-03-17,8.649999618530273
2022-03-18,9.529999732971191
2022-03-21,8.760000228881836
2022-03-22,9.989999771118164
2022-03-23,10.149999618530273
2022-03-24,10.239999771118164
2022-03-25,9.199999809265137
2022-03-28,9.569999694824219
2022-03-29,10.0
2022-03-30,9.579999923706055
2022-03-31,9.130000114440918
2022-04-01,9.979999542236328
2022-04-04,10.229999542236328
2022-04-05,9.609999656677246
2022-04-06,9.380000114440918
2022-04-07,8.8100004196167
2022-04-08,8.859999656677246
2022-04-11,8.649999618530273
2022-04-12,8.90999984741211
2022-04-13,9.100000381469727
2022-04-14,9.180000305175781
2022-04-18,8.170000076293945
2022-04-19,8.149999618530273
2022-04-20,7.590000152587891
2022-04-21,7.260000228881836
2022-04-22,7.46999979019165
2022-04-25,7.690000057220459
2022-04-26,7.110000133514404
2022-04-27,6.920000076293945
2022-04-28,7.090000152587891
2022-04-29,7.630000114440918
2022-05-02,8.0
2022-05-03,8.1899995803833
2022-05-04,8.289999961853027
2022-05-05,7.599999904632568
2022-05-06,6.940000057220459
2022-05-09,5.989999771118164
2022-05-10,6.090000152587891
2022-05-11,5.679999828338623
2022-05-12,5.909999847412109
2022-05-13,6.550000190734863
2022-05-16,6.929999828338623
2022-05-17,6.820000171661377
2022-05-18,6.630000114440918
2022-05-19,7.139999866485596
2022-05-20,6.730000019073486
2022-05-23,6.550000190734863
2022-05-24,5.730000019073486
2022-05-25,6.010000228881836
2022-05-26,6.579999923706055
2022-05-27,6.840000152587891
2022-05-31,7.550000190734863
2022-06-01,7.420000076293945
2022-06-02,7.760000228881836
2022-06-03,7.46999979019165
2022-06-06,7.909999847412109
2022-06-07,7.889999866485596
2022-06-08,8.6899995803833
2022-06-09,8.069999694824219
2022-06-10,7.630000114440918
2022-06-13,6.869999885559082
2022-06-14,6.989999771118164
2022-06-15,7.579999923706055
2022-06-16,7.059999942779541
2022-06-17,7.659999847412109
2022-06-21,8.0
2022-06-22,8.0600004196167
2022-06-23,8.5600004196167
2022-06-24,8.84000015258789
2022-06-27,8.609999656677246
2022-06-28,8.600000381469727
2022-06-29,8.09000015258789
2022-06-30,8.109999656677246
2022-07-01,8.680000305175781
2022-07-05,9.430000305175781
2022-07-06,8.869999885559082
2022-07-07,8.989999771118164
2022-07-08,8.510000228881836
2022-07-11,7.829999923706055
2022-07-12,8.010000228881836
2022-07-13,8.069999694824219
2022-07-14,7.619999885559082
2022-07-15,7.360000133514404
2022-07-18,7.519999980926514
2022-07-19,7.929999828338623
2022-07-20,7.690000057220459
2022-07-21,7.940000057220459
2022-07-22,7.489999771118164
2022-07-25,7.585000038146973
2022-07-26,7.230000019073486
2022-07-27,7.320000171661377
2022-07-28,6.929999828338623
2022-07-29,6.429999828338623
2022-08-01,6.010000228881836
2022-08-02,6.210000038146973
2022-08-03,6.329999923706055
2022-08-04,6.820000171661377
2022-08-05,6.659999847412109
2022-08-08,6.639999866485596
2022-08-09,6.320000171661377
2022-08-10,6.650000095367432
2022-08-11,6.820000171661377
2022-08-12,6.829999923706055
2022-08-15,7.0
2022-08-16,6.960000038146973
2022-08-17,6.679999828338623
2022-08-18,6.449999809265137
2022-08-19,6.25
2022-08-22,6.53000020980835
2022-08-23,6.300000190734863
2022-08-24,6.690000057220459
2022-08-25,7.179999828338623
2022-08-26,7.199999809265137
2022-08-29,6.690000057220459
2022-08-30,6.190000057220459
2022-08-31,6.46999979019165
2022-09-01,6.150000095367432
2022-09-02,5.820000171661377
2022-09-06,5.639999866485596
2022-09-07,5.920000076293945
2022-09-08,5.800000190734863
2022-09-09,6.170000076293945
2022-09-12,6.300000190734863
2022-09-13,5.949999809265137
2022-09-14,5.739999771118164
2022-09-15,5.639999866485596
2022-09-16,5.329999923706055
2022-09-19,5.300000190734863
2022-09-20,5.349999904632568
2022-09-21,4.869999885559082
2022-09-22,4.760000228881836
2022-09-23,4.739999771118164
2022-09-26,4.78000020980835
2022-09-27,4.829999923706055
2022-09-28,4.820000171661377
2022-09-29,4.630000114440918
2022-09-30,4.730000019073486
2022-10-03,4.889999866485596
2022-10-04,5.420000076293945
2022-10-05,5.429999828338623
2022-10-06,5.400000095367432
2022-10-07,5.059999942779541
2022-10-10,4.829999923706055
2022-10-11,4.489999771118164
2022-10-12,4.420000076293945
2022-10-13,4.170000076293945
2022-10-14,4.079999923706055
2022-10-17,4.159999847412109
2022-10-18,4.139999866485596
2022-10-19,3.759999990463257
2022-10-20,3.7799999713897705
2022-10-21,3.869999885559082
2022-10-24,3.309999942779541
2022-10-25,3.359999895095825
2022-10-26,3.5999999046325684
2022-10-27,3.369999885559082
2022-10-28,3.140000104904175
2022-10-31,3.0899999141693115
2022-11-01,3.130000114440918
2022-11-02,3.059999942779541
2022-11-03,3.1700000762939453
2022-11-04,3.7100000381469727
2022-11-07,3.5899999141693115
2022-11-08,3.490000009536743
2022-11-09,3.109999895095825
2022-11-10,3.5899999141693115
2022-11-11,4.019999980926514
2022-11-14,4.099999904632568
2022-11-15,5.03000020980835
2022-11-16,5.139999866485596
2022-11-17,5.579999923706055
2022-11-18,5.369999885559082
2022-11-21,4.849999904632568
2022-11-22,4.340000152587891
2022-11-23,4.650000095367432
2022-11-25,4.650000095367432
2022-11-28,5.010000228881836
2022-11-29,5.650000095367432
2022-11-30,6.230000019073486
2022-12-01,6.260000228881836
2022-12-02,6.880000114440918
2022-12-05,7.0
2022-12-06,7.110000133514404
2022-12-07,6.980000019073486
2022-12-08,7.460000038146973
2022-12-09,7.389999866485596
2022-12-12,6.590000152587891
2022-12-13,7.840000152587891
2022-12-14,7.960000038146973
2022-12-15,7.630000114440918
2022-12-16,7.860000133514404
2022-12-19,7.349999904632568
2022-12-20,7.289999961853027
2022-12-21,7.389999866485596
2022-12-22,7.610000133514404
2022-12-23,6.300000190734863
2022-12-27,7.079999923706055
2022-12-28,6.590000152587891
2022-12-29,7.119999885559082
2022-12-30,6.96999979019165
2023-01-03,8.819999694824219
2023-01-04,10.260000228881836
2023-01-05,13.1899995803833
2023-01-06,11.90999984741211
2023-01-09,12.359999656677246
2023-01-10,13.8100004196167
2023-01-11,13.029999732971191
2023-01-12,13.470000267028809
2023-01-13,14.0
2023-01-17,13.850000381469727
2023-01-18,13.0600004196167
2023-01-19,12.8100004196167
2023-01-20,14.180000305175781
2023-01-23,14.6899995803833
2023-01-24,14.220000267028809
2023-01-25,14.670000076293945
2023-01-26,14.729999542236328
2023-01-27,15.180000305175781
2023-01-30,12.779999732971191
2023-01-31,13.010000228881836
2023-02-01,14.460000038146973
2023-02-02,13.930000305175781
2023-02-03,12.930000305175781
2023-02-06,12.319999694824219
2023-02-07,12.760000228881836
2023-02-08,12.829999923706055
2023-02-09,12.600000381469727
2023-02-10,12.100000381469727
2023-02-13,12.420000076293945
2023-02-14,11.899999618530273
2023-02-15,11.640000343322754
2023-02-16,11.3100004196167
2023-02-17,10.779999732971191
2023-02-21,10.010000228881836
2023-02-22,9.739999771118164
2023-02-23,9.600000381469727
2023-02-24,8.899999618530273
2023-02-27,8.869999885559082
2023-02-28,8.960000038146973
2023-03-01,9.550000190734863
2023-03-02,10.470000267028809
2023-03-03,10.6899995803833
2023-03-06,10.210000038146973
2023-03-07,9.75
2023-03-08,9.720000267028809
2023-03-09,8.949999809265137
2023-03-10,8.619999885559082
2023-03-13,8.130000114440918
2023-03-14,7.590000152587891
2023-03-15,6.989999771118164
2023-03-16,7.110000133514404
2023-03-17,6.860000133514404
2023-03-20,6.789999961853027
2023-03-21,7.179999828338623
2023-03-22,6.889999866485596
2023-03-23,8.0
2023-03-24,8.180000305175781
2023-03-27,7.960000038146973
2023-03-28,7.989999771118164
2023-03-29,8.270000457763672
2023-03-30,8.739999771118164
2023-03-31,8.470000267028809
2023-04-03,8.4399995803833
2023-04-04,8.029999732971191
2023-04-05,7.800000190734863
2023-04-06,7.739999771118164
2023-04-10,7.340000152587891
2023-04-11,7.820000171661377
2023-04-12,7.309999942779541
2023-04-13,7.239999771118164
2023-04-14,6.840000152587891
2023-04-17,6.809999942779541
2023-04-18,6.739999771118164
2023-04-19,6.679999828338623
2023-04-20,6.679999828338623
2023-04-21,6.369999885559082
2023-04-24,6.130000114440918
2023-04-25,5.710000038146973
2023-04-26,5.650000095367432
2023-04-27,5.78000020980835
2023-04-28,6.059999942779541
2023-05-01,5.900000095367432
2023-05-02,5.590000152587891
2023-05-03,5.449999809265137
2023-05-04,5.559999942779541
2023-05-05,5.820000171661377
2023-05-08,5.960000038146973
2023-05-09,5.929999828338623
2023-05-10,5.760000228881836
2023-05-11,6.619999885559082
2023-05-12,5.989999771118164
2023-05-15,6.429999828338623
2023-05-16,6.190000057220459
2023-05-17,6.099999904632568
2023-05-18,5.849999904632568
2023-05-19,5.619999885559082
2023-05-22,5.849999904632568
2023-05-23,5.510000228881836
2023-05-24,5.28000020980835
2023-05-25,5.130000114440918
2023-05-26,5.210000038146973
2023-05-30,4.869999885559082
2023-05-31,4.659999847412109
2023-06-01,5.0
2023-06-02,5.360000133514404
2023-06-05,5.190000057220459
2023-06-06,5.489999771118164
2023-06-07,5.5
2023-06-08,5.46999979019165
2023-06-09,5.449999809265137
2023-06-12,5.659999847412109
2023-06-13,6.059999942779541
2023-06-14,6.119999885559082
2023-06-15,6.599999904632568
2023-06-16,6.570000171661377
2023-06-20,6.099999904632568
2023-06-21,5.860000133514404
2023-06-22,5.820000171661377
2023-06-23,5.559999942779541
2023-06-26,5.599999904632568
2023-06-27,5.559999942779541
2023-06-28,5.380000114440918
2023-06-29,5.309999942779541
2023-06-30,5.309999942779541
2023-07-03,5.590000152587891
2023-07-05,5.389999866485596
2023-07-06,5.199999809265137
2023-07-07,5.5
2023-07-10,5.690000057220459
2023-07-11,5.800000190734863
2023-07-12,6.199999809265137
2023-07-13,6.269999980926514
2023-07-14,5.940000057220459
2023-07-17,5.880000114440918
2023-07-18,5.559999942779541
2023-07-19,5.670000076293945
2023-07-20,5.420000076293945
2023-07-21,5.449999809265137
2023-07-24,5.449999809265137
2023-07-25,5.590000152587891
2023-07-26,5.96999979019165
2023-07-27,5.659999847412109
2023-07-28,6.519999980926514
2023-07-31,6.690000057220459
2023-08-01,6.429999828338623
2023-08-02,5.860000133514404
2023-08-03,6.260000228881836
2023-08-04,6.090000152587891
2023-08-07,5.929999828338623
2023-08-08,5.699999809265137
2023-08-09,5.599999904632568
2023-08-10,5.690000057220459
2023-08-11,5.440000057220459
2023-08-14,5.329999923706055
2023-08-15,5.21999979019165
2023-08-16,5.489999771118164
2023-08-17,5.559999942779541
2023-08-18,4.96999979019165
2023-08-21,5.159999847412109
2023-08-22,5.150000095367432
2023-08-23,5.099999904632568
2023-08-24,5.03000020980835
2023-08-25,4.940000057220459
2023-08-28,5.210000038146973
2023-08-29,5.519999980926514
2023-08-30,5.510000228881836
2023-08-31,5.400000095367432
2023-09-01,5.760000228881836
2023-09-05,5.730000019073486
2023-09-06,5.630000114440918
2023-09-07,5.099999904632568
2023-09-08,4.900000095367432
2023-09-11,4.610000133514404
2023-09-12,4.579999923706055
2023-09-13,4.5
2023-09-14,4.440000057220459
2023-09-15,4.329999923706055
2023-09-18,4.28000020980835
2023-09-19,4.380000114440918
2023-09-20,4.389999866485596
2023-09-21,4.230000019073486
2023-09-22,4.409999847412109
2023-09-25,4.309999942779541
2023-09-26,4.260000228881836
2023-09-27,4.320000171661377
2023-09-28,4.349999904632568
2023-09-29,4.449999809265137
2023-10-02,4.179999828338623
2023-10-03,3.9600000381469727
2023-10-04,4.0
2023-10-05,4.210000038146973
2023-10-06,4.489999771118164
2023-10-09,4.230000019073486
2023-10-10,4.46999979019165
2023-10-11,4.659999847412109
2023-10-12,4.269999980926514
2023-10-13,4.170000076293945
2023-10-16,4.289999961853027
2023-10-17,4.130000114440918
2023-10-18,4.039999961853027
2023-10-19,3.6600000858306885
2023-10-20,3.4700000286102295
2023-10-23,3.6600000858306885
2023-10-24,3.9000000953674316
2023-10-25,3.759999990463257
2023-10-26,3.9700000286102295
2023-10-27,3.9200000762939453
2023-10-30,4.019999980926514
2023-10-31,3.8399999141693115
2023-11-01,3.859999895095825
2023-11-02,3.930000066757202
2023-11-03,4.190000057220459
2023-11-06,3.990000009536743
2023-11-07,4.010000228881836
2023-11-08,3.869999885559082
2023-11-09,3.640000104904175
2023-11-10,3.6600000858306885
2023-11-13,3.559999942779541
2023-11-14,3.740000009536743
2023-11-15,4.110000133514404
2023-11-16,3.9100000858306885
2023-11-17,3.950000047683716
2023-11-20,4.010000228881836
2023-11-21,3.8299999237060547
2023-11-22,3.809999942779541
2023-11-24,3.7699999809265137
2023-11-27,3.6700000762939453
2023-11-28,3.5399999618530273
2023-11-29,3.380000114440918
2023-11-30,3.0799999237060547
2023-12-01,3.2699999809265137
2023-12-04,3.299999952316284
2023-12-05,3.1500000953674316
2023-12-06,3.119999885559082
2023-12-07,3.109999895095825
2023-12-08,3.049999952316284
2023-12-11,3.049999952316284
2023-12-12,3.0899999141693115
2023-12-13,3.2699999809265137
2023-12-14,3.130000114440918
2023-12-15,3.130000114440918
2023-12-18,3.0299999713897705
2023-12-19,3.1500000953674316
2023-12-20,3.009999990463257
2023-12-21,3.1700000762939453
2023-12-22,3.0999999046325684
2023-12-26,3.309999942779541
2023-12-27,3.380000114440918
2023-12-28,3.490000009536743
2023-12-29,3.319999933242798
2024-01-02,3.2899999618530273
2024-01-03,3.390000104904175
2024-01-04,3.240000009536743
2024-01-05,3.1500000953674316
2024-01-08,1.7050000429153442
2024-01-09,1.600000023841858
2024-01-10,1.5099999904632568
2024-01-11,1.409999966621399
2024-01-12,1.4800000190734863
2024-01-16,1.440000057220459
2024-01-17,1.5
2024-01-18,1.7999999523162842
2024-01-19,1.8899999856948853
2024-01-22,1.9900000095367432
2024-01-23,2.180000066757202
2024-01-24,2.2100000381469727
2024-01-25,2.0799999237060547
2024-01-26,2.009999990463257
2024-01-29,1.9700000286102295
2024-01-30,1.8899999856948853
2024-01-31,1.8899999856948853
2024-02-01,1.9199999570846558
2024-02-02,1.8200000524520874
2024-02-05,1.6799999475479126
2024-02-06,2.0199999809265137
2024-02-07,1.8550000190734863
2024-02-08,1.7400000095367432
2024-02-09,1.7400000095367432
2024-02-12,1.8300000429153442
2024-02-13,1.7300000190734863
2024-02-14,1.850000023841858
2024-02-15,2.059999942779541
2024-02-16,2.0999999046325684
2024-02-20,2.0899999141693115
2024-02-21,2.2100000381469727
2024-02-22,2.240000009536743
2024-02-23,2.190000057220459
2024-02-26,2.190000057220459
