Date,IHRT
2022-02-28,21.450000762939453
2022-03-01,20.389999389648438
2022-03-02,20.979999542236328
2022-03-03,20.709999084472656
2022-03-04,19.940000534057617
2022-03-07,18.559999465942383
2022-03-08,18.760000228881836
2022-03-09,19.1200008392334
2022-03-10,18.799999237060547
2022-03-11,18.889999389648438
2022-03-14,19.0
2022-03-15,18.959999084472656
2022-03-16,19.399999618530273
2022-03-17,19.59000015258789
2022-03-18,19.610000610351562
2022-03-21,19.170000076293945
2022-03-22,19.170000076293945
2022-03-23,19.100000381469727
2022-03-24,19.360000610351562
2022-03-25,19.299999237060547
2022-03-28,19.040000915527344
2022-03-29,19.6200008392334
2022-03-30,19.100000381469727
2022-03-31,18.93000030517578
2022-04-01,18.920000076293945
2022-04-04,19.239999771118164
2022-04-05,18.989999771118164
2022-04-06,18.989999771118164
2022-04-07,18.299999237060547
2022-04-08,18.729999542236328
2022-04-11,18.940000534057617
2022-04-12,19.25
2022-04-13,18.899999618530273
2022-04-14,19.25
2022-04-18,19.399999618530273
2022-04-19,20.079999923706055
2022-04-20,19.940000534057617
2022-04-21,18.639999389648438
2022-04-22,17.5
2022-04-25,17.899999618530273
2022-04-26,16.770000457763672
2022-04-27,15.640000343322754
2022-04-28,16.610000610351562
2022-04-29,15.989999771118164
2022-05-02,16.75
2022-05-03,16.5
2022-05-04,16.829999923706055
2022-05-05,16.020000457763672
2022-05-06,14.010000228881836
2022-05-09,12.270000457763672
2022-05-10,12.640000343322754
2022-05-11,11.890000343322754
2022-05-12,12.0
2022-05-13,12.800000190734863
2022-05-16,12.09000015258789
2022-05-17,12.6899995803833
2022-05-18,12.100000381469727
2022-05-19,12.300000190734863
2022-05-20,12.130000114440918
2022-05-23,11.739999771118164
2022-05-24,10.3100004196167
2022-05-25,10.739999771118164
2022-05-26,11.010000228881836
2022-05-27,11.470000267028809
2022-05-31,11.800000190734863
2022-06-01,11.90999984741211
2022-06-02,11.9399995803833
2022-06-03,11.529999732971191
2022-06-06,11.359999656677246
2022-06-07,11.199999809265137
2022-06-08,11.100000381469727
2022-06-09,10.970000267028809
2022-06-10,9.779999732971191
2022-06-13,8.489999771118164
2022-06-14,8.520000457763672
2022-06-15,8.829999923706055
2022-06-16,8.109999656677246
2022-06-17,8.479999542236328
2022-06-21,8.34000015258789
2022-06-22,7.989999771118164
2022-06-23,8.390000343322754
2022-06-24,8.220000267028809
2022-06-27,8.520000457763672
2022-06-28,8.279999732971191
2022-06-29,8.170000076293945
2022-06-30,7.889999866485596
2022-07-01,8.069999694824219
2022-07-05,7.739999771118164
2022-07-06,7.21999979019165
2022-07-07,7.360000133514404
2022-07-08,7.199999809265137
2022-07-11,6.804999828338623
2022-07-12,6.980000019073486
2022-07-13,6.869999885559082
2022-07-14,6.429999828338623
2022-07-15,6.889999866485596
2022-07-18,6.949999809265137
2022-07-19,7.46999979019165
2022-07-20,7.889999866485596
2022-07-21,7.920000076293945
2022-07-22,7.75
2022-07-25,7.949999809265137
2022-07-26,7.579999923706055
2022-07-27,7.829999923706055
2022-07-28,7.760000228881836
2022-07-29,7.480000019073486
2022-08-01,7.829999923706055
2022-08-02,8.489999771118164
2022-08-03,9.050000190734863
2022-08-04,8.59000015258789
2022-08-05,8.800000190734863
2022-08-08,9.130000114440918
2022-08-09,8.720000267028809
2022-08-10,9.319999694824219
2022-08-11,9.880000114440918
2022-08-12,10.229999542236328
2022-08-15,10.15999984741211
2022-08-16,10.350000381469727
2022-08-17,9.880000114440918
2022-08-18,9.9399995803833
2022-08-19,9.5600004196167
2022-08-22,9.069999694824219
2022-08-23,8.869999885559082
2022-08-24,8.890000343322754
2022-08-25,9.390000343322754
2022-08-26,8.9399995803833
2022-08-29,8.859999656677246
2022-08-30,8.859999656677246
2022-08-31,8.850000381469727
2022-09-01,8.899999618530273
2022-09-02,8.930000305175781
2022-09-06,8.729999542236328
2022-09-07,9.760000228881836
2022-09-08,10.140000343322754
2022-09-09,10.539999961853027
2022-09-12,10.649999618530273
2022-09-13,10.170000076293945
2022-09-14,10.119999885559082
2022-09-15,10.4399995803833
2022-09-16,10.260000228881836
2022-09-19,10.270000457763672
2022-09-20,9.890000343322754
2022-09-21,9.670000076293945
2022-09-22,8.760000228881836
2022-09-23,7.989999771118164
2022-09-26,7.860000133514404
2022-09-27,7.789999961853027
2022-09-28,8.020000457763672
2022-09-29,7.449999809265137
2022-09-30,7.329999923706055
2022-10-03,7.960000038146973
