Date,ELAB
2023-11-21,3.4000000953674316
2023-11-22,3.4700000286102295
2023-11-24,3.700000047683716
2023-11-27,3.9800000190734863
2023-11-28,4.039999961853027
2023-11-29,3.5450000762939453
2023-11-30,2.809999942779541
2023-12-01,2.859999895095825
2023-12-04,2.4200000762939453
2023-12-05,2.200000047683716
2023-12-06,2.359999895095825
2023-12-07,2.130000114440918
2023-12-08,2.059999942779541
2023-12-11,1.850000023841858
2023-12-12,1.7300000190734863
2023-12-13,1.7949999570846558
2023-12-14,1.8200000524520874
2023-12-15,1.809999942779541
2023-12-18,1.934999942779541
2023-12-19,2.010999917984009
2023-12-20,1.940000057220459
2023-12-21,1.8300000429153442
2023-12-22,1.8300000429153442
2023-12-26,1.7400000095367432
2023-12-27,1.7979999780654907
2023-12-28,1.7999999523162842
2023-12-29,1.8279999494552612
2024-01-02,1.8899999856948853
2024-01-03,1.8350000381469727
2024-01-04,1.600000023841858
2024-01-05,1.6610000133514404
2024-01-08,1.7300000190734863
2024-01-09,1.7599999904632568
2024-01-10,1.7599999904632568
2024-01-11,1.7799999713897705
2024-01-12,1.7100000381469727
2024-01-16,1.3899999856948853
2024-01-17,1.090000033378601
2024-01-18,1.0700000524520874
2024-01-19,1.0199999809265137
2024-01-22,1.0299999713897705
2024-01-23,0.8799999952316284
2024-01-24,0.7919999957084656
2024-01-25,0.75
2024-01-26,0.7450000047683716
2024-01-29,0.6850000023841858
2024-01-30,0.6399999856948853
2024-01-31,0.6909999847412109
2024-02-01,0.8399999737739563
2024-02-02,0.8309999704360962
2024-02-05,0.7580000162124634
2024-02-06,0.6899999976158142
2024-02-07,0.6399999856948853
2024-02-08,0.6399999856948853
2024-02-09,0.6629999876022339
2024-02-12,0.6520000100135803
2024-02-13,0.6399999856948853
2024-02-14,0.7480000257492065
2024-02-15,0.7279999852180481
2024-02-16,0.6819999814033508
2024-02-20,0.7400000095367432
2024-02-21,0.7689999938011169
2024-02-22,0.7049999833106995
2024-02-23,0.7149999737739563
2024-02-26,0.7329999804496765
2024-02-27,0.6899999976158142
2024-02-28,0.699999988079071
2024-02-29,0.6970000267028809
2024-03-01,0.7400000095367432
2024-03-04,0.753000020980835
2024-03-05,0.7300000190734863
2024-03-06,0.7300000190734863
2024-03-07,0.7400000095367432
2024-03-08,0.7699999809265137
2024-03-11,0.765999972820282
2024-03-12,0.7699999809265137
2024-03-13,0.7720000147819519
2024-03-14,0.7789999842643738
