Date,FOX
2022-02-28,38.2599983215332
2022-03-01,37.63999938964844
2022-03-02,39.31999969482422
2022-03-03,39.529998779296875
2022-03-04,39.06999969482422
2022-03-07,38.029998779296875
2022-03-08,38.20000076293945
2022-03-09,37.43000030517578
2022-03-10,36.61000061035156
2022-03-11,36.18000030517578
2022-03-14,35.720001220703125
2022-03-15,36.619998931884766
2022-03-16,37.41999816894531
2022-03-17,37.04999923706055
2022-03-18,37.68000030517578
2022-03-21,37.540000915527344
2022-03-22,37.7599983215332
2022-03-23,37.18000030517578
2022-03-24,37.56999969482422
2022-03-25,37.81999969482422
2022-03-28,37.27000045776367
2022-03-29,37.560001373291016
2022-03-30,36.83000183105469
2022-03-31,36.279998779296875
2022-04-01,36.16999816894531
2022-04-04,36.40999984741211
2022-04-05,35.54999923706055
2022-04-06,35.619998931884766
2022-04-07,35.33000183105469
2022-04-08,35.7599983215332
2022-04-11,35.5099983215332
2022-04-12,35.61000061035156
2022-04-13,35.93000030517578
2022-04-14,35.849998474121094
2022-04-18,35.970001220703125
2022-04-19,36.20000076293945
2022-04-20,36.47999954223633
2022-04-21,35.880001068115234
2022-04-22,35.33000183105469
2022-04-25,35.18000030517578
2022-04-26,34.0099983215332
2022-04-27,33.779998779296875
2022-04-28,33.91999816894531
2022-04-29,33.2400016784668
2022-05-02,33.86000061035156
2022-05-03,33.630001068115234
2022-05-04,34.369998931884766
2022-05-05,33.720001220703125
2022-05-06,32.060001373291016
2022-05-09,30.56999969482422
2022-05-10,29.899999618530273
2022-05-11,30.559999465942383
2022-05-12,30.860000610351562
2022-05-13,31.239999771118164
2022-05-16,31.110000610351562
2022-05-17,31.969999313354492
2022-05-18,30.889999389648438
2022-05-19,30.790000915527344
2022-05-20,30.940000534057617
2022-05-23,31.6200008392334
2022-05-24,30.0
2022-05-25,30.770000457763672
2022-05-26,31.809999465942383
2022-05-27,32.689998626708984
2022-05-31,32.709999084472656
2022-06-01,32.150001525878906
2022-06-02,31.860000610351562
2022-06-03,31.649999618530273
2022-06-06,31.59000015258789
2022-06-07,32.040000915527344
2022-06-08,31.489999771118164
2022-06-09,30.979999542236328
2022-06-10,30.030000686645508
2022-06-13,29.209999084472656
2022-06-14,29.649999618530273
2022-06-15,30.440000534057617
2022-06-16,29.799999237060547
2022-06-17,29.690000534057617
2022-06-21,30.139999389648438
2022-06-22,29.719999313354492
2022-06-23,29.670000076293945
2022-06-24,30.350000381469727
2022-06-27,30.520000457763672
2022-06-28,30.219999313354492
2022-06-29,30.139999389648438
2022-06-30,29.700000762939453
2022-07-01,30.59000015258789
2022-07-05,30.6299991607666
2022-07-06,30.56999969482422
2022-07-07,30.81999969482422
2022-07-08,30.6299991607666
2022-07-11,30.280000686645508
2022-07-12,30.6200008392334
2022-07-13,30.3700008392334
2022-07-14,30.020000457763672
2022-07-15,31.030000686645508
2022-07-18,30.729999542236328
2022-07-19,31.649999618530273
2022-07-20,32.16999816894531
2022-07-21,32.41999816894531
2022-07-22,32.56999969482422
2022-07-25,32.650001525878906
2022-07-26,31.56999969482422
2022-07-27,32.099998474121094
2022-07-28,32.369998931884766
2022-07-29,30.899999618530273
2022-08-01,31.100000381469727
2022-08-02,30.93000030517578
2022-08-03,31.290000915527344
2022-08-04,31.190000534057617
2022-08-05,31.0
2022-08-08,31.1299991607666
2022-08-09,31.350000381469727
2022-08-10,32.369998931884766
2022-08-11,33.65999984741211
2022-08-12,33.75
2022-08-15,33.56999969482422
2022-08-16,33.7400016784668
2022-08-17,33.43000030517578
2022-08-18,33.22999954223633
2022-08-19,32.90999984741211
2022-08-22,31.989999771118164
2022-08-23,31.81999969482422
2022-08-24,32.08000183105469
2022-08-25,32.290000915527344
2022-08-26,31.719999313354492
2022-08-29,31.729999542236328
2022-08-30,31.639999389648438
2022-08-31,31.6200008392334
2022-09-01,31.530000686645508
2022-09-02,31.239999771118164
2022-09-06,30.549999237060547
2022-09-07,30.8700008392334
2022-09-08,30.940000534057617
2022-09-09,31.969999313354492
2022-09-12,32.29999923706055
2022-09-13,31.100000381469727
2022-09-14,31.030000686645508
2022-09-15,32.029998779296875
2022-09-16,31.190000534057617
2022-09-19,31.950000762939453
2022-09-20,31.700000762939453
2022-09-21,30.399999618530273
2022-09-22,29.889999389648438
2022-09-23,29.469999313354492
2022-09-26,28.959999084472656
2022-09-27,28.709999084472656
2022-09-28,29.18000030517578
2022-09-29,28.3700008392334
2022-09-30,28.5
2022-10-03,29.040000915527344
2022-10-04,29.979999542236328
2022-10-05,29.25
2022-10-06,29.010000228881836
2022-10-07,29.110000610351562
2022-10-10,28.93000030517578
2022-10-11,28.530000686645508
2022-10-12,28.290000915527344
2022-10-13,29.3799991607666
2022-10-14,29.15999984741211
2022-10-17,26.799999237060547
2022-10-18,27.579999923706055
2022-10-19,27.65999984741211
2022-10-20,27.360000610351562
2022-10-21,27.610000610351562
2022-10-24,27.729999542236328
2022-10-25,28.0
2022-10-26,27.2549991607666
2022-10-27,26.56999969482422
2022-10-28,27.209999084472656
2022-10-31,27.200000762939453
2022-11-01,28.610000610351562
2022-11-02,28.170000076293945
2022-11-03,28.020000457763672
2022-11-04,27.829999923706055
2022-11-07,27.440000534057617
2022-11-08,27.6200008392334
2022-11-09,26.65999984741211
2022-11-10,27.700000762939453
2022-11-11,28.760000228881836
2022-11-14,28.790000915527344
2022-11-15,28.989999771118164
2022-11-16,28.860000610351562
2022-11-17,28.84000015258789
2022-11-18,29.139999389648438
2022-11-21,28.84000015258789
2022-11-22,29.1200008392334
2022-11-23,29.25
2022-11-25,29.450000762939453
2022-11-28,29.25
2022-11-29,29.940000534057617
2022-11-30,30.520000457763672
2022-12-01,30.280000686645508
2022-12-02,30.610000610351562
2022-12-05,30.149999618530273
2022-12-06,29.229999542236328
2022-12-07,28.920000076293945
2022-12-08,29.260000228881836
2022-12-09,29.40999984741211
2022-12-12,29.65999984741211
2022-12-13,30.040000915527344
2022-12-14,29.770000457763672
2022-12-15,28.739999771118164
2022-12-16,28.68000030517578
2022-12-19,27.6299991607666
2022-12-20,28.100000381469727
2022-12-21,28.389999389648438
2022-12-22,28.540000915527344
2022-12-23,28.850000381469727
2022-12-27,28.65999984741211
2022-12-28,28.149999618530273
2022-12-29,28.579999923706055
2022-12-30,28.450000762939453
2023-01-03,28.34000015258789
2023-01-04,29.3700008392334
2023-01-05,28.950000762939453
2023-01-06,29.799999237060547
2023-01-09,29.399999618530273
2023-01-10,29.979999542236328
2023-01-11,30.09000015258789
2023-01-12,30.25
2023-01-13,30.309999465942383
2023-01-17,29.8799991607666
2023-01-18,29.520000457763672
2023-01-19,29.40999984741211
2023-01-20,29.709999084472656
2023-01-23,30.690000534057617
2023-01-24,30.6299991607666
2023-01-25,31.329999923706055
2023-01-26,31.719999313354492
2023-01-27,31.6200008392334
2023-01-30,31.40999984741211
2023-01-31,31.700000762939453
2023-02-01,32.0099983215332
2023-02-02,32.709999084472656
